Treatment,Replicate,Settling,Number,Transfer
YPD,3,no,3,1
YPD,3,no,1,1
YPD,3,no,3,1
YPD,3,no,3,1
YPD,4,no,3,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,3,1
YPD,4,no,10,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,4,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,4,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,3,1
YPD,4,no,4,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,2,1
YPD,4,no,4,1
YPD,4,no,3,1
YPD,4,no,3,1
YPD,4,no,1,1
YPD,4,no,1,1
YPD,4,no,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,4,1
YPDSET,1,yes,1,1
YPDSET,1,yes,4,1
YPDSET,1,yes,2,1
YPDSET,1,yes,5,1
YPDSET,1,yes,1,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,3,1
YPDSET,1,yes,3,1
YPDSET,1,yes,4,1
YPDSET,1,yes,1,1
YPDSET,1,yes,4,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,8,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,4,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,3,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,4,1
YPDSET,1,yes,4,1
YPDSET,1,yes,3,1
YPDSET,1,yes,1,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,5,1
YPDSET,1,yes,2,1
YPDSET,1,yes,2,1
YPDSET,1,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,3,1
YPDSET,2,yes,2,1
YPDSET,2,yes,3,1
YPDSET,2,yes,4,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,4,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,3,1
YPDSET,2,yes,3,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,4,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,3,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,3,1
YPDSET,2,yes,1,1
YPDSET,2,yes,3,1
YPDSET,2,yes,1,1
YPDSET,2,yes,3,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,3,1
YPDSET,2,yes,2,1
YPDSET,2,yes,3,1
YPDSET,2,yes,3,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,3,1
YPDSET,2,yes,1,1
YPDSET,2,yes,1,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,3,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,2,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,4,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,4,1
YPDSET,3,yes,2,1
YPDSET,3,yes,4,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,4,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,4,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,5,1
YPDSET,3,yes,4,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,4,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,4,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,3,1
YPDSET,3,yes,1,1
YPDSET,3,yes,3,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,2,1
YPDSET,3,yes,1,1
YPDSET,3,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,3,1
YPDSET,4,yes,4,1
YPDSET,4,yes,3,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,4,1
YPDSET,4,yes,3,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,5,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,3,1
YPDSET,4,yes,3,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,4,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,3,1
YPDSET,4,yes,3,1
YPDSET,4,yes,3,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,4,1
YPDSET,4,yes,4,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,1,1
YPDSET,4,yes,1,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,2,1
YPDSET,4,yes,4,1
YPDSET,4,yes,2,1
YPDSET,4,yes,3,1
YPDSET,4,yes,2,1
YPDSET,4,yes,3,1
GAL,5,no,1,1
GAL,5,no,1,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,1,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,7,1
GAL,5,no,15,1
GAL,5,no,5,1
GAL,5,no,8,1
GAL,5,no,4,1
GAL,5,no,4,1
GAL,5,no,5,1
GAL,5,no,2,1
GAL,5,no,4,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,1,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,6,1
GAL,5,no,4,1
GAL,5,no,4,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,5,1
GAL,5,no,4,1
GAL,5,no,4,1
GAL,5,no,2,1
GAL,5,no,1,1
GAL,5,no,2,1
GAL,5,no,4,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,1,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,1,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,5,1
GAL,5,no,3,1
GAL,5,no,5,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,3,1
GAL,5,no,9,1
GAL,5,no,11,1
GAL,5,no,2,1
GAL,5,no,1,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,1,1
GAL,5,no,3,1
GAL,5,no,1,1
GAL,5,no,1,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,4,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,3,1
GAL,5,no,1,1
GAL,5,no,4,1
GAL,5,no,2,1
GAL,5,no,4,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,4,1
GAL,5,no,2,1
GAL,5,no,1,1
GAL,5,no,6,1
GAL,5,no,3,1
GAL,5,no,2,1
GAL,5,no,2,1
GAL,5,no,9,1
GAL,5,no,4,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,3,1
GAL,5,no,4,1
GAL,5,no,2,1
GAL,6,no,24,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,6,no,4,1
GAL,6,no,2,1
GAL,6,no,6,1
GAL,6,no,2,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,1,1
GAL,6,no,1,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,1,1
GAL,6,no,7,1
GAL,6,no,5,1
GAL,6,no,7,1
GAL,6,no,2,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,5,1
GAL,6,no,3,1
GAL,6,no,3,1
GAL,6,no,6,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,4,1
GAL,6,no,5,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,6,no,5,1
GAL,6,no,3,1
GAL,6,no,3,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,22,1
GAL,6,no,5,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,1,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,4,1
GAL,6,no,3,1
GAL,6,no,3,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,3,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,9,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,6,no,9,1
GAL,6,no,3,1
GAL,6,no,3,1
GAL,6,no,1,1
GAL,6,no,2,1
GAL,6,no,1,1
GAL,6,no,2,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,4,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,6,1
GAL,6,no,5,1
GAL,6,no,4,1
GAL,6,no,5,1
GAL,6,no,7,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,1,1
GAL,6,no,1,1
GAL,6,no,3,1
GAL,6,no,2,1
GAL,6,no,2,1
GAL,6,no,5,1
GAL,6,no,2,1
GAL,6,no,3,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,5,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,1,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,4,1
GAL,7,no,4,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,4,1
GAL,7,no,9,1
GAL,7,no,2,1
GAL,7,no,3,1
GAL,7,no,1,1
GAL,7,no,2,1
GAL,7,no,1,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,5,1
GAL,7,no,5,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,3,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,2,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,1,1
GAL,7,no,2,1
GAL,7,no,3,1
GAL,7,no,3,1
GAL,7,no,5,1
GAL,7,no,2,1
GAL,7,no,5,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,5,1
GAL,7,no,3,1
GAL,7,no,7,1
GAL,7,no,3,1
GAL,7,no,3,1
GAL,7,no,14,1
GAL,7,no,5,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,1,1
GAL,7,no,2,1
GAL,7,no,5,1
GAL,7,no,3,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,4,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,1,1
GAL,7,no,6,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,3,1
GAL,7,no,2,1
GAL,7,no,2,1
GAL,7,no,1,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,2,1
GAL,7,no,4,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,3,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,7,no,5,1
GAL,7,no,3,1
GAL,7,no,4,1
GAL,8,no,4,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,4,1
GAL,8,no,1,1
GAL,8,no,4,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,3,1
GAL,8,no,4,1
GAL,8,no,3,1
GAL,8,no,4,1
GAL,8,no,1,1
GAL,8,no,12,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,2,1
GAL,8,no,4,1
GAL,8,no,3,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,7,1
GAL,8,no,16,1
GAL,8,no,1,1
GAL,8,no,6,1
GAL,8,no,3,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,4,1
GAL,8,no,1,1
GAL,8,no,2,1
GAL,8,no,4,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,4,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,2,1
GAL,8,no,10,1
GAL,8,no,2,1
GAL,8,no,5,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,3,1
GAL,8,no,5,1
GAL,8,no,4,1
GAL,8,no,5,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,3,1
GAL,8,no,7,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,4,1
GAL,8,no,3,1
GAL,8,no,6,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,1,1
GAL,8,no,4,1
GAL,8,no,5,1
GAL,8,no,4,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,3,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,5,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,5,1
GAL,8,no,3,1
GAL,8,no,6,1
GAL,8,no,2,1
GAL,8,no,2,1
GAL,8,no,1,1
GAL,8,no,1,1
GAL,8,no,3,1
GAL,8,no,3,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,5,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,6,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,4,1
GALSET,5,yes,2,1
GALSET,5,yes,1,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,5,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,6,1
GALSET,5,yes,5,1
GALSET,5,yes,2,1
GALSET,5,yes,1,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,1,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,9,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,4,1
GALSET,5,yes,2,1
GALSET,5,yes,5,1
GALSET,5,yes,3,1
GALSET,5,yes,4,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,14,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,1,1
GALSET,5,yes,10,1
GALSET,5,yes,1,1
GALSET,5,yes,1,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,1,1
GALSET,5,yes,2,1
GALSET,5,yes,4,1
GALSET,5,yes,2,1
GALSET,5,yes,4,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,4,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,4,1
GALSET,5,yes,5,1
GALSET,5,yes,5,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,5,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,2,1
GALSET,5,yes,1,1
GALSET,5,yes,2,1
GALSET,5,yes,3,1
GALSET,5,yes,2,1
GALSET,5,yes,6,1
GALSET,5,yes,1,1
GALSET,5,yes,3,1
GALSET,5,yes,6,1
GALSET,5,yes,2,1
GALSET,6,yes,2,1
GALSET,6,yes,3,1
GALSET,6,yes,2,1
GALSET,6,yes,4,1
GALSET,6,yes,7,1
GALSET,6,yes,2,1
GALSET,6,yes,6,1
GALSET,6,yes,2,1
GALSET,6,yes,1,1
GALSET,6,yes,3,1
GALSET,6,yes,3,1
GALSET,6,yes,3,1
GALSET,6,yes,9,1
GALSET,6,yes,1,1
GALSET,6,yes,3,1
GALSET,6,yes,6,1
GALSET,6,yes,1,1
GALSET,6,yes,5,1
GALSET,6,yes,3,1
GALSET,6,yes,2,1
GALSET,6,yes,4,1
GALSET,6,yes,1,1
GALSET,6,yes,1,1
GALSET,6,yes,2,1
GALSET,6,yes,2,1
GALSET,6,yes,3,1
GALSET,6,yes,10,1
GALSET,6,yes,3,1
GALSET,6,yes,3,1
GALSET,6,yes,2,1
GALSET,6,yes,4,1
GALSET,6,yes,2,1
GALSET,6,yes,2,1
GALSET,6,yes,4,1
GALSET,6,yes,4,1
GALSET,6,yes,3,1
GALSET,6,yes,2,1
